Category,Type,Difficulty,Question,Answer,Incorred Answers
Entertainment: Video Games,multiple,easy,V2hhdCB5ZWFyIHdhcyBTdXBlciBNYXJpbyBCcm9zLiByZWxlYXNlZD8=,MTk4NQ==,"['MTk4Mw==', 'MTk4Nw==', 'MTk4Ng==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggdG93biB3YXMgU2VhbXVzICJTbGVkZ2UiIENvd2RlbiBmcm9tICJUb20gQ2xhbmN5J3MgUmFpbmJvdyBTaXggU2llZ2UiIGJvcm4gaW4\/,Sm9obiBPJ0dyb2F0cw==,"['QnJhd2w=', 'S2VhcnZhaWc=', 'VGFsbWluZQ==']"
Entertainment: Video Games,boolean,hard,QWxsIG9mIHRoZXNlIG1hcHMgd2VyZSBpbiAiVG9tIENsYW5jeSdzIFJhaW5ib3cgU2l4IFNpZWdlIiBvbiBpdHMgaW5pdGlhbCByZWxlYXNlOiBIb3VzZSwgQ2x1YmhvdXNlLCBCb3JkZXIsIENvbnN1bGF0ZS4=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,V2l0aG91dCBlbmNoYW50bWVudHMsIHdoaWNoIHBpY2theGUgaW4gbWluZWNyYWZ0IG1pbmVzIGJsb2NrcyB0aGUgcXVpY2tlc3Qu,R29sZGVuIA==,"['RGlhbW9uZA==', 'SXJvbg==', 'T2JzaWRpYW4=']"
Entertainment: Video Games,multiple,medium,RGFuZ2Fucm9ucGEgQW5vdGhlciBFcGlzb2RlOiBVbHRyYSBEZXNwYWlyIEdpcmxzIGlzIHNldCBhZnRlciB3aGljaCBEYW5nYW5yb25wYSBnYW1lPw==,RGFuZ2Fucm9ucGE6IFRyaWdnZXIgSGFwcHkgSGF2b2M=,"['RGFuZ2Fucm9ucGEgMjogR29vZGJ5ZSBEZXNwYWly', 'RGFuZ2Fucm9ucGEgVjM6IEtpbGxpbmcgSGFybW9ueQ==', 'RGFuZ2Fucm9ucGEgMzogVGhlIEVuZCBvZiBIb3BlJ3MgUGVhayBIaWdoIFNjaG9vbA==']"
Entertainment: Video Games,multiple,hard,SW4gdGhlIFpvbWJpZXMgbW9kZSBvZiAiQ2FsbCBvZiBEdXR5OiBCbGFjayBPcHMiLCB3aGF0IGlzIHRoZSAiUGFjay1BLVB1bmNoZWQiIHZlcnNpb24gb2YgdGhlICJHYWxpbCIgY2FsbGVkPw==,TGFtZW50YXRpb24=,"['R2FsdmFuaXplZCBBdG9taWMgTGVhZCBJbnNlcnRpb24gTGlxdWlkYXRvcg==', 'R2FiaWc=', 'UHJlZGljdGl2ZSBEZWF0aCBXaXNo']"
Entertainment: Video Games,multiple,medium,SW4gd2hpY2ggbG9jYXRpb24gZG9lcyBEYXJrIFN1biBHd3luZG9saW4gcmVzaWRlIGluICJEYXJrIFNvdWxzIj8=,QW5vciBMb25kbw==,"['RmlyZWxpbmsgU2hyaW5l', 'QmxpZ2h0dG93bg==', 'S2lsbiBvZiB0aGUgZmlyc3QgZmxhbWU=']"
Entertainment: Video Games,multiple,medium,V2hlbiB3YXMgdGhlIHZpZGVvIGdhbWUgcHVibGlzaGVyICJVYmlzb2Z0IiBmb3VuZGVkID8=,TWFyY2ggMTk4Ng==,"['QXByaWwgMTk5MA==', 'SnVuZSAyMDAx', 'QXVndXN0IDE5NTY=']"
Entertainment: Video Games,multiple,medium,V2hhdCBpcyB0aGUgcGVyayB0aGF0IHdhcyBpbnRyb2R1Y2VkIGluIHRoZSAiQ2FsbCBPZiBEdXR5OiBab21iaWVzIiBtYXAsICJNb2IgT2YgVGhlIERlYWQiPw==,RWxlY3RyaWMgQ2hlcnJ5,"['UXVpY2sgUmV2aXZl', 'VnVsdHVyZSBBaWQ=', 'VG9tYnN0b25l']"
Entertainment: Video Games,multiple,easy,V2hhdCBpcyB0aGUgYm9zcyByb3VuZCBmZWF0dXJlZCBpbiB0aGUgIkNhbGwgT2YgRHV0eTogWm9tYmllcyIgbWFwICJGaXZlIj8=,VGhlIFBlbnRhZ29uIFRoaWVm,"['SGVsbGhvdW5kcw==', 'SnVtcGluZyBKYWNrcw==', 'TmFwYWxtIFpvbWJpZQ==']"
Entertainment: Video Games,multiple,medium,SW4gIkNhbGwgT2YgRHV0eTogWm9tYmllcyIsIHdoYXQgZG9lcyB0aGUgZ2FtZSB0cmFkaXRpb25hbGx5IHJld2FyZCB5b3UgZm9yIGNvbXBsZXRpbmcgYSBib3NzIHJvdW5kPw==,TWF4IEFtbW8=,"['QSBQYWNrLUEtUHVuY2hlZCBndW4=', 'RGVhdGggTWFjaGluZQ==', 'TW9ua2V5IEJvbWJz']"
Entertainment: Video Games,multiple,medium,SW4gIkNhbGwgT2YgRHV0eTogWm9tYmllcyIsIGNvbXBsZXRpbmcgd2hpY2ggbWFwJ3MgZWFzdGVyIGVnZyB3aWxsIHJld2FyZCB5b3Ugd2l0aCB0aGUgYWNoaWV2ZW1lbnQsICJUaW1lIFRyYXZlbCBXaWxsIFRlbGwiPw==,U2hhbmdyaS1MYQ==,"['QXNjZW5zaW9u', 'TW9vbg==', 'RGllIFJpc2U=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb25lIG9mIHRoZXNlIGdhbWVzIGNhbWUgb3V0IGZpcnN0Pw==,VGVycmFyaWE=,"['TWluZWNyYWZ0', 'U3RhcmJvdW5k', 'RmFjdG9yaW8=']"
Entertainment: Video Games,boolean,medium,VGhlIEZpYXQgTXVsdGlwbGEgaXMgYSBkcml2YWJsZSBjYXIgaW4gIkZvcnphIEhvcml6b24gMyIu,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,hard,SW4gIlRoZSBXaXRuZXNzIiwgaG93IG1hbnkgbGFzZXJzIG11c3QgYmUgYWN0aXZhdGVkIHRvIGdldCBpbnRvIHRoZSBtb3VudGFpbiBhcmVhPw==,Nw==,"['OA==', 'NQ==', 'MTI=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBDYWxsIG9mIER1dHkgZ2FtZXMgd2FzIGEgUFMzIGxhdW5jaCB0aXRsZT8=,Q2FsbCBvZiBEdXR5IDM=,"['Q2FsbCBvZiBEdXR5IDQ6IE1vZGVybiBXYXJmYXJl', 'Q2FsbCBvZiBEdXR5OiBXb3JsZCBhdCBXYXI=', 'Q2FsbCBvZiBEdXR5OiBSb2FkcyB0byBWaWN0b3J5']"
Entertainment: Video Games,multiple,hard,V2hhdCBQb2vDqW1vbidzIEJhc2UgU3RhdCBUb3RhbCBkb2VzIG5vdCBjaGFuZ2Ugd2hlbiBpdCBldm9sdmVzPw==,U2N5dGhlcg==,"['UGlrYWNodQ==', 'U25lYXNlbA==', 'TGFydmVzdGE=']"
Entertainment: Video Games,multiple,easy,QmVmb3JlIGl0J3MgcmVkZXNpZ24gb2YgdGhlIGNvbXBhbnkgbG9nbyBpbiB0aGUgeWVhciAyMDAwLCB3aGljaCAzRCBzaGFwZSBpcyBOT1QgcmVwcmVzZW50ZWQgaW4gdGhlIEVsZWN0cm9uaWMgQXJ0cyBsb2dvPw==,Q3lsaW5kZXI=,"['UHlyYW1pZA==', 'Q3ViZQ==', 'U3BoZXJl']"
Entertainment: Video Games,multiple,hard,VGhlIGNyZWF0aW9uIG9mIHRoZSAgRW50ZXJ0YWlubWVudCBTb2Z0d2FyZSBSYXRpbmdzIEJvYXJkIChFU1JCKSBpcyBvZnRlbiBhc3NvY2lhdGVkIHdpdGggTW9ydGFsIEtvbWJhdCBhbmQgd2hhdCBGTVYgdmlkZW8gZ2FtZT8=,TmlnaHQgVHJhcA==,"['U2V3ZXIgU2hhcms=', 'VGhlIERhZWRhbHVzIEVuY291bnRlcg==', 'Q29ycHNlIEtpbGxlcg==']"
Entertainment: Video Games,boolean,medium,QW1hem9uIGFjcXVpcmVkIFR3aXRjaCBpbiBBdWd1c3QgMjAxNCBmb3IgJDk3MCBtaWxsaW9uIGRvbGxhcnMu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,medium,V2hpY2ggY2hhcmFjdGVyIGlzIGZyb20gIlNwbGF0b29uIj8=,TWFyaWU=,"['Q3lydXM=', 'UGFsdXRlbmE=', 'U2h1bGs=']"
Entertainment: Video Games,multiple,easy,V2hvJ3MgdGhlIHZvaWNlIGFjdG9yIGZvciBUaHJhbGwgaW4gdGhlIFdhcmNyYWZ0IGdhbWUgc2VyaWVzPw==,Q2hyaXMgTWV0emVu,"['QmVuIEFmZmxlY2s=', 'SmFzb24gRGVydWxv', 'SmltIENhcnJleQ==']"
Entertainment: Video Games,boolean,easy,RW5nbGlzaCBuZXcgd2F2ZSBtdXNpY2lhbiBHYXJ5IE51bWFuIGZvdW5kZWQgdGhlIHZpZGVvIGdhbWUgZGV2ZWxvcG1lbnQgY29tcGFueSBGYWNlcHVuY2ggU3R1ZGlvcyBpbiBNYXJjaCAyMDA5Lg==,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,SnVzdCBDYXVzZSAyIHdhcyBtYWlubHkgc2V0IGluIHdoYXQgZmljdGlvbmFsIFNvdXRoZWFzdCBBc2lhbiBpc2xhbmQgY291bnRyeT8=,UGFuYXU=,"['RGF2YW8=', 'TWFjYXU=', 'UGFsYXU=']"
Entertainment: Video Games,multiple,easy,SW4gIlVuZGVydGFsZSIsIGhvdyBtYW55IG1haW4gZW5kaW5ncyBhcmUgdGhlcmU\/,Mw==,"['Mg==', 'NQ==', 'MTM=']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2Ugb2YgTk9UIGFuIG9mZmljaWFsIGdhbWUgaW4gTmludGVuZG8ncyBTdXBlciBTbWFzaCBCcm9zLiBzZXJpZXM\/,U3VwZXIgU21hc2ggQnJvcy4gQ3J1c2FkZQ==,"['U3VwZXIgU21hc2ggQnJvcy4gTWVsZWU=', 'U3VwZXIgU21hc2ggQnJvcy4gQnJhd2w=', 'U3VwZXIgU21hc2ggQnJvcy4gZm9yIE5pbnRlbmRvIDNEUyBhbmQgV2lpIFU=']"
Entertainment: Video Games,boolean,hard,VGhlIGZpcnN0ICJNZXRhbCBHZWFyIiBnYW1lIHdhcyByZWxlYXNlZCBmb3IgdGhlIFBsYXlTdGF0aW9uIDEu,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,hard,SW4gdGhlIGdhbWUgIk92ZXJ3YXRjaCwiIHdoaWNoIHF1b3RlIGRvZXMgdGhlIGhlcm8gIk1jQ3JlZSIgTk9UIHNheSB1cG9uIHVzaW5nIGhpcyBmbGFzaGJhbmcgYWJpbGl0eT8=,IllvdSBkb25lPyI=,"['Ildob2EgdGhlcmUuIg==', 'IkhvbGQgdXAgbm93LiI=', 'IkRvbid0IG1vdmUuIg==']"
Entertainment: Video Games,multiple,medium,SWYgeW91IHBsYXkgdGhlIFN1cGVyIE1hcmlvIFJQRyBhbmQgbmFwIGluIGEgcmVudGVkIGhvdGVsIHJvb20sIHlvdSB3aWxsIHdha2UgdXAgbmV4dCB0byB3aGF0IGZhbWlsaWFyIGxvb2tpbmcgY2hhcmFjdGVyPw==,TGluaw==,"['V2FyaW8=', 'USpiZXJ0', 'U29saWQgU25ha2U=']"
Entertainment: Video Games,multiple,medium,SW4gTmVlZCBGb3IgU3BlZWQgTW9zdCBXYW50ZWQgKDIwMDUpLCB3aGF0IGRvIHlvdSBkcml2ZSBhdCB0aGUgYmVnaW5uaW5nIG9mIHRoZSBjYXJlZXIgbW9kZT8=,Qk1XIE0zIEdUUg==,"['UG9yc2NoZSA5MTEgVHVyYm8=', 'Tmlzc2FuIDI0MFNY', 'Rm9yZCBNdXN0YW5n']"
Entertainment: Video Games,boolean,medium,VEYyOiBUaGUgSGVhdnkncyB2b2ljZSBhY3RvciwgR2FyeSBTY2h3YXJ0eiwgdm9pY2VzIHRoZSBEZW1vbWFuIGFzIHdlbGwg,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,easy,SW4gdGhlIEhhbGYtTGlmZSBzZXJpZXMsIEdvcmRvbiBGcmVlbWFuJ3Mgc2lnbmF0dXJlIHdlYXBvbiBpcyBhOg==,Q3Jvd2Jhcg==,"['U2xlZGdlaGFtbWVy', 'RmliZXIgV2lyZQ==', 'S2F0YW5h']"
Entertainment: Video Games,boolean,easy,SW4gdGhlICJIYWxmLUxpZmUiIHNlcmllcywgIkguRS5WIiBzdGFuZHMgZm9yICJIYXphcmRvdXMgRXZhc2l2ZW5lc3MgVmVzdCI=,RmFsc2U=,['VHJ1ZQ==']
Entertainment: Video Games,multiple,medium,SW4gUFJPVE9UWVBFIDIsIHdoaWNoIG9mIHRoZSBmb2xsb3dpbmcgYWJpbGl0aWVzL3dlYXBvbnMgaXMgTk9UIG9idGFpbmVkIGJ5IGFuIEV2b2x2ZWQ\/,VGVuZHJpbHM=,"['QmxhZGU=', 'QmlvLUJvbWI=', 'UGFjayBMZWFkZXI=']"
Entertainment: Video Games,multiple,hard,SW4gdGhlIE5hdGlvbmFsIFBva2VkZXggd2hhdCBudW1iZXIgaXMgUG9yeWdvbi1aPw==,NDc0,"['Mzc2', 'NDMy', 'NTg5']"
Entertainment: Video Games,multiple,hard,V2hhdCB3YXMgdGhlIHdvcmxkJ3MgZmlyc3QgaGFuZGhlbGQgZ2FtZSBkZXZpY2U\/,TWF0dGVsIEF1dG8gUmFjZQ==,"['R2FtZSBCb3k=', 'TWljcm92aXNpb24=', 'R2FtZSAmIFdhdGNo']"
Entertainment: Video Games,multiple,hard,SW4gdGhlIHZpZGVvIGdhbWUgIk1ldGFsIEdlYXIgU29saWQiLCB3aGF0IGRpZCBSZXZvbHZlciBPY2Vsb3QgY29uc2lkZXIgdGhlIGdyZWF0ZXN0IGhhbmRndW4gZXZlciBtYWRlPw==,Q29sdCBTaW5nbGUgQWN0aW9uIEFybXk=,"['Q29sdCBQeXRob24=', 'Q29sdCBNMTg5Mg==', 'Q29sdCAxODUxIE5hdnkgUmV2b2x2ZXI=']"
Entertainment: Video Games,multiple,hard,V2hpY2ggY2FyIGRpZCBub3QgYXBwZWFyIGluIHRoZSAyMDAyIExlZ28gR2FtZTogRHJvbWUgUmFjZXJzPw==,V2FzcA==,"['UmFwdG9y', 'SG9ybmV0', 'QmVoZW1vdGg=']"
Entertainment: Video Games,multiple,medium,SW4gdGhlIG9yaWdpbmFsIERPT00gZ2FtZXMsIHdoaWNoIG9mIHRoZSBmb2xsb3dpbmcgZGVtb25zIGlzIGEgcmVjb2xvciBvZiB0aGUgQmFyb24gb2YgSGVsbCwgYnV0IGlzIHdlYWtlciB0aGFuIHRoZSBCYXJvbj8=,SGVsbCBLbmlnaHQ=,"['TWFuY3VidXM=', 'UGlua3k=', 'QXJjaC1WaWxl']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2UgaXMgbm90IHRoZSBuYW1lIG9mIGEgY2l0eSBpbiB0aGUgR3JhbmQgVGhlZnQgQXV0byBzZXJpZXM\/,U2FuIEFuZHJlYXM=,"['U2FuIEZpZXJybw==', 'TGFzIFZlbnR1cmFz', 'VmljZSBDaXR5']"
Entertainment: Video Games,multiple,medium,V2hpY2ggR2FtZSBEZXZlbG9wbWVudCBjb21wYW55IG1hZGUgTm8gTWFuJ3MgU2t5Pw==,SGVsbG8gR2FtZXM=,"['RG92ZXRhaWwgR2FtZXM=', 'VmFsdmU=', 'QmxpenphcmQgRW50ZXJ0YWlubWVudA==']"
Entertainment: Video Games,multiple,easy,V2hpY2ggd2F0ZXItdHlwZSBQb2vDqW1vbiBzdGFydGVyIHdhcyBpbnRyb2R1Y2VkIGluIHRoZSA0dGggZ2VuZXJhdGlvbiBvZiB0aGUgc2VyaWVzPw==,UGlwbHVw,"['VG90b2RpbGU=', 'T3NoYXdvdHQ=', 'TXVka2lw']"
Entertainment: Video Games,multiple,hard,V2hpY2ggb2YgdGhlc2UgY2hhcmFjdGVycyB3YXMgY29uc2lkZXJlZCwgYnV0IHVsdGltYXRlbHkgbm90IGluY2x1ZGVkLCBmb3IgU3VwZXIgU21hc2ggQnJvcy4gTWVsZWU\/,SmFtZXMgQm9uZA==,"['RGlkZHkgS29uZw==', 'TWVnYSBNYW4=', 'V2F2ZSBSYWNlcg==']"
Entertainment: Video Games,multiple,easy,V2hvIHR1cm5zIG91dCB0byBiZSB0aGUgdHJ1ZSB2aWN0b3IgaW4gdGhlIEJhdHRsZSBvZiBBcm1hZ2VkZG9uIGluIE1vcnRhbCBLb21iYXQ\/,U2hhbyBLYWhu,"['TGl1IEthbmc=', 'U2hhbmcgVHN1bmc=', 'UmFpZGVu']"
Entertainment: Video Games,multiple,medium,SW4gVW5kZXJ0YWxlLCBob3cgbXVjaCBkbyBTcGlkZXIgRG9udXRzIGNvc3QgaW4gSG90bGFuZD8=,OTk5OUc=,"['N0c=', 'NDBH', 'MTJH']"
Entertainment: Video Games,multiple,easy,V2hvIHN0YXJzIGluIEJydXRhbCBMZWdlbmQ\/,SmFjayBCbGFjaw==,"['S2FueWUgV2VzdA==', 'TGVtbXk=', 'T3p6eSBPc2JvdXJuZQ==']"
Entertainment: Video Games,multiple,medium,SW4gIkZhbGxvdXQgNCIsIHdoYXQgaXMgdGhlIG5hbWUgb2YgdGhlIGRvZyB5b3UgZmluZCBhdCBSZWQgUm9ja2V0IHRydWNrIHN0b3A\/,RG9nbWVhdA==,"['U3Bhcmt5', 'UXVhemFy', 'Q2hvcA==']"
Entertainment: Video Games,multiple,medium,V2hpY2ggR2VybWFuIGNpdHkgZG9lcyB0aGUgbWFwICJDbHViaG91c2UiIGluICJUb20gQ2xhbmN5J3MgUmFpbmJvdyBTaXggU2llZ2UiIHRha2UgcGxhY2UgaW4\/,SGFubm92ZXI=,"['QmVybGlu', 'SGFtYnVyZw==', 'TXVuaWNo']"
Entertainment: Video Games,multiple,medium,V2hpY2ggb2YgdGhlc2Ugb3BlcmF0b3JzIGZyb20gIlRvbSBDbGFuY3kncyBSYWluYm93IFNpeCBTaWVnZSIgaGFzIHRoZSBhYmlsaXR5IHRvIGRhbWFnZSByZWluZm9yY2VkIHdhbGxzPw==,Sm9yZGFuICJUaGVybWl0ZSIgVHJhY2U=,"['RWxpemEgIkFzaCIgQ29oZW4=', 'U2VhbXVzICJTbGVkZ2UiIENvd2Rlbg==', 'RG9taW5pYyAiQmFuZGl0IiBCcnVuc21laWVy']"
Entertainment: Video Games,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBpcyBub3QgYSBjaGFyYWN0ZXIgaW4gdGhlIFN0cmVldCBGaWdodGVyIHNlcmllcz8=,TWFpIFNoaXJhbnVp,"['TGF1cmEgTWF0c3VkYQ==', 'U2FrdXJhIEthc3VnYW5v', 'SWJ1a2k=']"
Entertainment: Video Games,multiple,medium,SG93IG1hbnkgZGlmZmVyZW50IG5vdGVzIGlzIHRoZSB0dW5lLCAiU29uZyBvZiBIZWFsaW5nIiwgY29tcHJpc2VkIG9mIGluICJUaGUgTGVnZW5kIG9mIFplbGRhOiBNYWpvcmEncyBNYXNrIj8=,Mw==,"['NA==', 'MQ==', 'Ng==']"
Entertainment: Video Games,multiple,hard,QWNjb3JkaW5nIHRvIHRoZSBsb3JlIG9mICJTdGFyYm91bmQiLCB3aGF0IGRvZXMgdGhlICJDb2xvbnkgRGVlZCIgZG8gd2hlbiBpdCBpcyBwbGFjZWQgZG93bj8=,U2VuZHMgb3V0IGFuIGFkdmVydGlzZW1lbnQgZm9yIHNvbWVvbmUgdG8gbW92ZSBpbi4=,"['VGVsZXBvcnRzIHNvbWVib2R5IGZyb20gc29tZXdoZXJlIG9uIHRoZSBwbGFuZXQgaXQgaXMgcGxhY2VkLg==', 'VGVsZXBvcnRzIGEgcmFuZG9tIHBlcnNvbiB0byB0aGUgbG9jYXRpb24u', 'TWF0ZXJpYWxpemVzIGEgbmV3IGJlaW5nIGF0IGl0J3MgbG9jYXRpb24u']"
Entertainment: Video Games,multiple,easy,SW4gIk92ZXJ3YXRjaCIsIHdoaWNoIGhlcm8gaXMgYWJsZSB0byB3YWxscmlkZT8=,THVjaW8=,"['UmVpbmhhcmR0', 'U29tYnJh', 'TWVyY3k=']"
Entertainment: Video Games,multiple,hard,SW4gdGhlICJQQVlEQVkiIHNlcmllcywgd2hhdCBpcyB0aGUgcmVhbCBuYW1lIG9mIHRoZSBjaGFyYWN0ZXIga25vd24gYXMgIkRhbGxhcyI\/,TmF0aGFuIFN0ZWVsZQ==,"['TmF0ZSBTaWVtZW5z', 'TmljayBTdGFtb3M=', 'Tm9sYW4gU3R1aGxpbmdlcg==']"
Entertainment: Video Games,multiple,hard,SW4gIkNhbGwgT2YgRHV0eTogWm9tYmllcyIsICJSaWNodG9mZW4iIGlzIGluIHBvc3Nlc3Npb24gb2YgdHdvIGZpbGxlZCBibG9vZCB2aWFscyBiZWxvbmdpbmcgdG8gd2hvPw==,U2FsIERlTHVjYSBhbmQgRmlubiBPJ0xlYXJ5,"['UmljaHRvZmVu', 'QWwgQXJsaW5ndG9uIGFuZCBTYWwgRGVMdWNh', 'SmVzc2ljYSBSb3NlIGFuZCBKYWNrIFZpbmNlbnQ=']"
Entertainment: Video Games,multiple,hard,V2hpY2ggb2YgdGhlc2UgY2hhcmFjdGVycyB3YXNuJ3QgYSB2aWxsaWFuIGluIENsdWIgUGVuZ3Vpbj8=,VGhlIERpcmVjdG9y,"['SGVyYmVydCBQLiBCZWFy', 'VHVzaw==', 'VWx0aW1hdGUgUHJvdG8tQm90IDEwMDAw']"
Entertainment: Video Games,multiple,hard,SW4gIk1hZ2lja2EiLCB3aGljaCB0d28gZWxlbWVudHMgYXJlIGNvbWJpbmVkIHRvIGNhc3QgdGhlIHNwZWxsLCAiTnVsbGlmeSI\/,QXJjYW5lICsgU2hpZWxk,"['TGlnaHRuaW5nICsgU2hpZWxk', 'TGlnaHRuaW5nICsgTGlmZQ==', 'QXJjYW5lICsgTGlmZQ==']"
Entertainment: Video Games,multiple,easy,SW4gd2hpY2ggeWVhciB3YXMgTGVhZ3VlIG9mIExlZ2VuZHMgcmVsZWFzZWQ\/,MjAwOQ==,"['MjAxMA==', 'MjAwMw==', 'MjAwMQ==']"
Entertainment: Video Games,multiple,easy,V2hhdCB3ZXJlIHRoZSBmaXJzdCB0d28gYmxvY2tzIGluICJNaW5lY3JhZnQiPw==,R3Jhc3MgYW5kIENvYmJsZXN0b25l,"['R3Jhc3MgYW5kIFN0b25l', 'Q3JhZnRpbmcgVGFibGUgYW5kIENvYmJsZXN0b25l', 'Q29iYmxlc3RvbmUgYW5kIFN0b25l']"
Entertainment: Video Games,multiple,easy,V2hhdCB3YXMgdGhlIHJlbGVhc2UgZGF0ZSBvZiAiR3JhbmQgVGhlZnQgQXV0byBJViI\/,QXByaWwgMjksIDIwMDg=,"['TWF5IDIxLCAyMDA5', 'SnVuZSAyMiwgMjAxMA==', 'SnVseSAyOCwgMjAwOA==']"
Entertainment: Video Games,multiple,hard,V2hhdCBtaWxpdGFyeSByYW5rIGlzIHRoZSBwcm90YWdvbmlzdCAiTm9tYWQiIGluICJDcnlzaXMiPw==,Rmlyc3QgTGlldXRlbmFudA==,"['Q2FwdGFpbg==', 'Rmlyc3QgU2FyZ2VudCA=', 'U3RhZmYgU2FyZ2VudA==']"
Entertainment: Video Games,multiple,easy,SW4gdGhlIFN1cGVyIFNtYXNoIEJyb3MuIHNlcmllcywgd2hpY2ggY2hhcmFjdGVyIHdhcyB0aGUgZmlyc3Qgb25lIHRvIHJldHVybiB0byB0aGUgc2VyaWVzIGFmdGVyIGJlaW5nIGFic2VudCBmcm9tIGEgcHJldmlvdXMgZ2FtZT8=,RHIuIE1hcmlv,"['TWV3dHdv', 'THVjYXM=', 'Um95']"
Entertainment: Video Games,multiple,medium,SW4gUG9ydGFsLCB3aGF0IGNvbG9yIGlzIHRoZSBJbnRlbGxpZ2VuY2UgQ29yZT8=,Qmx1ZQ==,"['UHVycGxl', 'UmVk', 'T3Jhbmdl']"
Entertainment: Video Games,multiple,medium,SW4gTGVmdCA0IERlYWQsIHdoaWNoIGNhbXBhaWduIGhhcyB0aGUgcHJvdGFnb25pc3RzIGdvaW5nIHRocm91Z2ggYSBzdWJ3YXkgaW4gb3JkZXIgdG8gcmVhY2ggYSBob3NwaXRhbCBmb3IgZXZhY3VhdGlvbj8=,Tm8gTWVyY3k=,"['U3Vid2F5IFNwcmludA==', 'SG9zcGl0YWwgSGF2b2M=', 'Qmxvb2QgSGFydmVzdA==']"
Entertainment: Video Games,multiple,easy,V2hhdCBpcyB0aGUgbGFzdCBuYW1lIG9mIHRoZSBwcmltYXJ5IGZlbWFsZSBwcm90YWdvbmlzdCBvZiBGaW5hbCBGYW50YXN5IFZJSUk\/,SGVhcnRpbGx5,"['TG9pcmU=', 'QWxtYXN5', 'VHJlcGU=']"
Entertainment: Video Games,boolean,medium,VGhlIHNjcmFwcGVkIFNvbmljIHRoZSBIZWRnZWhvZyAyIGxldmVsICJIaWRkZW4gUGFsYWNlIFpvbmUiIHdhcyBsYXRlciByZXVzZWQgaW4gdGhlIGlPUyBwb3J0IG9mIHRoZSBnYW1lLiA=,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,hard,SW4gIk5lZWQgZm9yIFNwZWVkIElJSTogSG90IFB1cnN1aXQiLCB3aGF0IGlzIHRoZSBuYW1lIG9mIHRoZSBmaWN0aW9uYWwgY2FyPw==,RWwgTmnDsW8=,"['UsOhcGlkbw==', 'w4FnaWw=', 'TGEgTmnDsWE=']"
Entertainment: Video Games,multiple,medium,SW4gIktpbmdkb20gSGVhcnRzIiwgd2hvIGFiZHVjdHMgSmFzbWluZSBpbiB0aGUgTGFtcCBDaGFtYmVyPw==,UmlrdQ==,"['UmlrdSBSZXBsaWNh', 'WGFsZGlu', 'Q2FwdGFpbiBIb29r']"
Entertainment: Video Games,multiple,medium,V2hpY2ggZ2VucmUgaXMgdGhlIFRvdWhvdSBQcm9qZWN0IGFzc29jaWF0ZWQgd2l0aD8=,U2hvb3QgJ2VtIHVwIChidWxsZXQtaGVsbCkgJiBGaWdodGluZw==,"['VHVybi1CYXNlZCBTdHJhdGVneQ==', 'TU1PUlBH', 'QnVpbGRpbmcg']"
Entertainment: Video Games,multiple,easy,V2hpY2ggZ2FtZSBkaWQgIlNvbmljIFRoZSBIZWRnZWhvZyIgbWFrZSBoaXMgZmlyc3QgYXBwZWFyYW5jZSBpbj8=,UmFkIE1vYmlsZQ==,"['U29uaWMgVGhlIEhlZGdlaG9n', 'U3VwZXIgTWFyaW8gNjQ=', 'TWVnYSBNYW4=']"
Entertainment: Video Games,multiple,medium,SW4gdGhlICJIYWxvIiBmcmFuY2hpc2UsIGluIHdoYXQgY291bnRyeSBpcyBOZXcgTW9tYmFzYT8=,S2VueWE=,"['SW5kaWE=', 'VHVya2V5', 'U2xvdmFraWE=']"
Entertainment: Video Games,multiple,easy,V2hhdCdzIHRoZSBiZXN0IHNlbGxpbmcgdmlkZW8gZ2FtZSB0byBkYXRlPw==,VGV0cmlz,"['V2lpIFNwb3J0cw==', 'TWluZWNyYWZ0', 'U3VwZXIgTWFyaW8gQnJvcw==']"
Entertainment: Video Games,boolean,hard,SW4gIlRoZSBTaW1zIiBzZXJpZXMsIHRoZSBtb3N0IG1lbWJlcnMgaW4gYSBob3VzZWhvbGQgeW91IGNhbiBoYXZlIGlzIDgu,VHJ1ZQ==,['RmFsc2U=']
Entertainment: Video Games,multiple,easy,V2hvIGlzIFNvbmljJ3Mgc2lkZWtpY2s\/,VGFpbHM=,"['U2hhZG93', 'QW15', 'S251Y2tsZXM=']"
